Mb	R2
10.766073	0.000412116
10.766193	0.000412116
10.766315	0.00167025
10.766533	0.000412116
10.766562	0.00400474
10.766563	0.0260038
10.766594	0.00252765
10.766639	0.00219655
10.766656	0.00445246
10.766658	0.000427515
10.766706	0.000427543
10.766728	0.00211605
10.766753	0.00041876
10.766772	0.00445779
10.766773	0.000427543
10.766778	0.000431632
10.766815	0.0045013
10.766907	0.000958394
10.766917	0.00457085
10.766942	0.00474012
10.766955	7.1194e-07
10.766962	0.000550485
10.767674	0.00041079
10.767724	0.000485648
10.767728	0.000453081
10.767741	0.000439732
10.767776	0.000429977
10.767923	0.000465739
10.767938	0.000490601
10.767981	0.00463573
10.768024	0.00125865
10.768084	0.00018728
10.768165	0.000412116
10.768262	0.000412116
10.768316	0.000412116
10.768317	0.00340042
10.768344	0.00384271
10.768351	0.00041971
10.768404	0.0079438
10.768416	2.49439e-05
10.768475	0.000412116
10.768616	0.000827832
10.768645	0.000412116
10.768673	0.00124719
10.768696	0.000412116
10.768778	0.0458696
10.769122	0.000412116
10.769215	0.000203677
10.769245	0.000412116
10.769278	0.0711195
10.769715	0.000412116
10.769823	0.000412116
10.770097	0.0458696
10.770118	0.000412116
10.770133	0.000412116
10.770155	0.0711195
10.770239	0.000396825
10.770261	0.0203742
10.770302	0.00424942
10.770427	0.0038651
10.77043	0.00125138
10.77044	0.00423012
10.770485	0.0143541
10.770551	0.00405405
10.770621	0.0012214
10.770994	0.0141473
10.771055	0.000827832
10.77124	0.000827832
10.771276	0.000412116
10.771288	0.000827832
10.771484	0.000412116
10.771486	0.00209705
10.771621	0.00124719
10.771625	0.000412116
10.771666	0.000412116
10.771881	0.0458696
10.771882	0.0458696
10.771983	0.00127027
10.772041	0.0351506
10.772157	0.0325161
10.7722	0.00041971
10.772228	0.000412116
10.772273	0.00125865
10.772282	0.000415887
10.772521	0.003432
10.7726	0.000412116
10.772804	0.000827832
10.772888	0.000412116
10.77292	0.000412116
10.773157	0.0020723
10.773182	0.0755819
10.773183	0.000262863
10.77319	0.00043578
10.773209	0.000409126
10.773269	0.00502513
10.773312	0.00235738
10.773326	8.07103e-05
10.773692	0.00168985
10.773702	0.000565337
10.773708	0.000587544
10.773767	0.000557997
10.773783	0.0398752
10.773808	0.000558214
10.773875	0.00233333
10.773895	0.00122996
10.773931	0.01893
10.773938	0.000720981
10.77396	0.000720981
10.77398	0.000742154
10.773998	0.000710732
10.77404	0.00136302
10.774047	0.00410878
10.774115	0.000541915
10.774223	0.00152512
10.774606	0.00320577
10.774622	0.00329852
10.774623	0.000399255
10.774655	0.000415619
10.774923	0.0234568
10.774926	0.000411755
10.775008	0.00704993
10.775009	0.0116346
10.77501	0.0021164
10.775048	0.0248621
10.775158	9.47867e-05
10.775245	0.000412116
10.775252	0.00167025
10.775376	0.00041971
10.77547	0.00021885
10.775547	0.000439988
10.775724	0.000827832
10.775845	0.000827832
10.775864	0.000412116
10.775903	0.00209705
10.77592	0.000827832
10.775993	0.0141473
10.776084	0.000835422
10.776092	0.000827832
10.776127	0.0289309
10.77613	0.000827832
10.776153	0.0513204
10.776178	0.000388199
10.776181	0.000391832
10.776189	0.000794614
10.776261	0.00041876
10.776316	0.000487036
10.776355	0.000956938
10.7764	0.00103469
10.776419	0.000475964
10.776477	0.00540997
10.776605	0.00399688
10.776606	0.000481203
10.776615	0.004995
10.776622	0.0045723
10.776633	0.00267606
10.776674	0.00041971
10.77668	0.0292208
10.776893	0.00255102
10.777028	0.000532387
10.77708	0.00664452
10.777105	0.000618362
10.777159	0.00296209
10.777215	0.00296209
10.777354	0.000412116
10.777374	0.00300138
10.777396	0.000412116
10.777443	0.00296209
10.777511	0.000412116
10.777532	0.000827832
10.777574	0.000412116
10.777636	0.000412116
10.777665	0.000412116
10.777722	0.00252765
10.777837	0.00296209
10.777864	0.0141473
10.778106	0.00298954
10.778272	0.00225968
10.778321	0.000443794
10.778338	0.000827832
10.778367	0.000412116
10.77843	0.000412116
10.778483	0.000827832
10.778507	0.0141473
10.778648	0.00104395
10.77868	0.0201595
10.778717	0.0205308
10.778847	0.000412116
10.778892	0.000412116
10.778899	0.00384271
10.778971	0.000412116
10.77901	0.00209705
10.779036	0.00296209
10.779096	0.00296209
10.779108	0.000412116
10.77912	0.000412116
10.779273	0.00298954
10.779359	0.0142857
10.779602	0.0141473
10.779733	0.000412116
10.779744	0.00243434
10.779775	0.000396825
10.779841	0.000415887
10.779994	0.000412116
10.780049	0.000412116
10.780101	0.0282285
10.780178	0.000412116
10.78023	0.000412116
10.780306	0.00124719
10.780404	0.000412116
10.780459	0.00039322
10.780478	0.0222927
10.780585	0.0205308
10.780586	0.0205308
10.780659	0.000827832
10.780759	0.000412116
10.780768	0.000415887
10.780798	0.000415887
10.78088	0.00384271
10.780897	0.000412116
10.780921	0.0357303
10.780947	0.00124719
10.78101	0.000412116
10.781102	0.000827832
10.781175	0.000203677
10.781224	0.000415887
10.781249	0.00213602
10.781252	0.00041971
10.781279	0.0137574
10.781365	0.0699785
10.781392	0.00333685
10.781416	0.000186633
10.781478	0.00271493
10.781551	0.00276607
10.781629	0.0282285
10.781699	0.0239258
10.781838	0.00167025
10.781956	0.00519379
10.782102	0.000412116
10.782128	0.000412116
10.782189	0.00384271
10.782193	0.0207091
10.782197	0.0458696
10.782254	0.00167025
10.782364	0.000412116
10.782385	0.00300138
10.782419	0.000412116
10.782608	0.00294613
10.782611	0.000415887
10.782709	0.000827832
10.78282	0.00660917
10.782994	0.000827832
10.783055	0.000412116
10.783289	0.0458696
10.783328	0.00298954
10.783504	0.0282285
10.783507	0.0141473
10.783523	0.0141473
10.783582	0.000412116
10.783621	0.000827832
10.78363	0.00428899
10.783712	0.0115032
10.783764	0.0146919
10.783931	0.000412116
10.783942	0.0146919
10.784024	0.0146919
10.784083	0.000412116
10.784084	0.00428899
10.78412	0.000412116
10.784161	0.0275452
10.784234	0.0146919
10.784247	0.000827832
10.784297	0.000412116
10.784344	0.00298954
10.784361	0.0115032
10.784393	0.000827832
10.784404	0.00565242
10.784427	0.00018728
10.784428	0.00252765
10.784486	0.000412116
10.784508	0.000412116
10.784964	0.00252765
10.785115	0.000412116
10.785168	0.000412116
10.785169	0.000412116
10.785264	0.00565242
10.785297	0.000412116
10.785387	0.000843117
10.785431	0.00205735
10.785454	0.000411755
10.785467	0.0143617
10.785468	0.0039138
10.785485	0.000414747
10.785583	0.000412116
10.785769	0.000412116
10.785834	0.0205308
10.785861	0.000827832
10.78591	0.0272601
10.786196	0.000412116
10.786618	0.000412116
10.787086	0.00340042
10.787238	0.000412116
10.787266	0.00660917
10.787272	0.00384271
10.787447	0.00225339
10.787508	0.000441574
10.787509	0.00200219
10.787536	0.0122948
10.787696	0.000910539
10.78774	0.0200831
10.787849	0.000431499
10.787852	0.000431499
10.787856	0.000431499
10.787924	0.0265987
10.787942	0.0265987
10.788185	0.000196838
10.788246	0.0458696
10.788314	0.00384271
10.788362	0.000412116
10.78838	0.00167025
10.788452	0.00384271
10.788571	0.00418352
10.788632	0.00185692
10.788671	0.00129143
10.788876	0.00115207
10.788987	0.000885702
10.789387	0.000412116
10.789389	0.00252765
10.789464	0.00660917
10.789528	0.0458696
10.789553	0.0711195
10.789797	0.00340042
10.789798	0.00340042
10.79	0.000412116
10.790025	0.00704029
10.790061	0.000412116
10.790093	0.000412116
10.790126	0.0115032
10.790461	0.000412116
10.790661	0.00340042
10.790695	0.000412116
10.790719	0.00384271
10.790885	0.0282285
10.790941	0.00384271
10.791028	0.000412116
10.791044	0.0458696
10.791076	0.00209705
10.79114	0.000412116
10.791144	0.000412116
10.791254	0.000412116
10.791325	0.000412116
10.791386	0.000412116
10.79142	0.00252765
10.791468	0.0063981
10.791475	0.0458696
10.791502	0.00167025
10.791544	0.000412116
10.791572	0.000412116
10.791577	0.000203677
10.791646	0.000412116
10.79169	0.000827832
10.791749	0.000412116
10.791906	0.00384271
10.791918	0.000412116
10.791939	0.000196838
10.791955	0.000412116
10.791968	0.000412116
10.791986	0.000827832
10.792044	0.000412116
10.792045	0.000412116
10.792063	0.00209705
10.79208	0.020479
10.792107	0.000843117
10.792151	0.00527696
10.792203	0.000490581
10.792219	0.00059979
10.792314	0.0335133
10.793119	0.00197368
10.793123	0.001924
10.793136	0.000904159
10.79344	2.77154e-05
10.793511	0.0141655
10.793822	0.000827832
10.793914	0.0711195
10.794154	0.0146919
10.794247	0.026973
10.794326	0.000412116
10.794354	0.00340042
10.794355	0.00340042
10.794447	0.000827832
10.79446	0.000412116
10.79454	0.000412116
10.794588	0.00384271
10.794627	0.00252765
10.794629	0.000412116
10.794672	0.000412116
10.794728	0.00252765
10.794758	0.000412116
10.794778	0.00296209
10.794861	0.000827832
10.794895	0.0188751
10.794897	0.00252765
10.794936	0.00252765
10.795151	0.00296209
10.795196	0.000412116
10.795322	0.0239258
10.795345	0.000412116
10.7955	0.000843117
10.795532	0.000423585
10.795559	0.00041971
10.795634	0.00349823
10.795696	0.00041971
10.795716	0.00301737
10.795744	0.00301737
10.795746	0.00301737
10.795863	0.00041971
10.795962	0.00041971
10.79601	0.00041971
10.79612	0.000843117
10.79629	0.00170122
10.796615	0.00252765
10.796623	0.000412116
10.796639	0.000412116
10.796679	0.000412116
10.796693	0.000412116
10.796721	0.00660917
10.796732	0.0070539
10.796756	0.000412116
10.796785	0.000412116
10.796801	0.000827832
10.796821	0.000412116
10.797013	0.000827832
10.797056	0.000827832
10.797084	0.000412116
10.79713	0.000412116
10.797259	0.00168563
10.79728	0.00252765
10.797478	0.000412116
10.797479	0.00124719
10.797529	0.00384271
10.797555	0.00252765
10.797784	0.000802893
10.797858	0.000804505
10.797905	0.003432
10.797921	0.00664452
10.79808	0.000827832
10.79812	0.000412116
10.798251	0.000412116
10.7984	0.00384271
10.798467	0.00252765
10.798498	0.00252765
10.798507	0.000412116
10.798526	0.00252765
10.798587	0.0115032
10.798591	0.000412116
10.798612	0.00340042
10.798726	0.000412116
10.798857	0.000412116
10.798874	0.00384271
10.798882	0.0063981
10.798899	0.000827832
10.799162	0.000412116
10.799177	0.00296209
10.799219	0.00565242
10.79938	0.000412116
10.799389	0.00124719
10.799453	0.000412116
10.799506	0.00570551
10.799507	0.000412116
10.79951	0.00808625
10.799631	0.000827832
10.799786	0.0205308
10.799883	0.00565242
10.799914	0.000412116
10.800419	0.00801015
10.800482	0.00168563
10.800624	0.000412116
10.800628	0.000412116
10.800652	0.000412116
10.800658	0.000412116
10.800806	0.00565242
10.800851	0.000835422
10.800945	0.00170122
10.800969	0.00120101
10.801012	0.000827832
10.801078	0.000415887
10.801135	0.000412116
10.801154	0.00664452
10.80121	0.00124719
10.801369	0.000412116
10.801449	0.000415887
10.801463	0.0574454
10.801522	0.000531088
10.801526	0.000377596
10.801539	0.00518272
10.801577	0.0226231
10.80167	0.00124639
10.801774	0.0012944
10.801794	0.00203307
10.80183	0.00118614
10.801886	0.00840179
10.801892	0.000384615
10.802029	0.000415887
10.802055	0.00760116
10.802093	0.000415887
10.802114	0.000835422
10.802351	0.0711195
10.802448	0.00340042
10.802467	0.000827832
10.802477	0.00124719
10.802521	0.000412116
10.802567	0.00287947
10.80267	0.000407944
10.802671	0.0140491
10.802693	0.00739469
10.802774	0.0146919
10.802833	0.00252765
10.802855	0.000827832
10.803082	0.0146919
10.803098	0.00353218
10.803099	0.0205308
10.803118	0.0458696
10.803124	0.000412116
10.803144	0.000412116
10.803247	0.00124719
10.803281	0.0559613
10.803389	0.00428899
10.803416	0.00340042
10.803621	0.00124719
10.803632	0.000412116
10.803859	0.0458696
10.803939	0.00124719
10.803995	0.0125453
10.804025	0.000827832
10.804187	0.000412116
10.804197	0.0125453
10.804246	0.0229323
10.804273	0.00124719
10.804279	0.0205308
10.804289	0.00353218
10.804499	0.0104812
10.80452	0.00124719
10.804543	0.000827832
10.804552	0.000412116
10.804574	0.000412116
10.804614	0.000827832
10.80465	0.000412116
10.80468	0.00124719
10.804722	0.00167025
10.804734	0.000827832
10.804758	0.000412116
10.804771	0.00565242
10.804898	0.000412116
10.804918	0.00168131
10.804923	0.0115181
10.804948	0.00565242
10.805001	0.000827832
10.805022	0.000412116
10.805081	0.0115181
10.805082	0.0115181
10.805129	0.0115181
10.805383	0.00658241
10.805418	0.00340042
10.805559	0.000412256
10.805583	0.000901442
10.805598	0.00195572
10.805613	0.00124778
10.805706	0.000334131
10.805726	0.000396825
10.805779	0.000404187
10.805788	0.00123481
10.805796	0.00121212
10.805848	0.00359672
10.805882	0.0146919
10.806033	0.000827832
10.80605	0.00353218
10.8062	0.000412116
10.806391	0.00340042
10.806424	0.000827832
10.806471	0.083168
10.806535	0.000412116
10.806794	0.000412116
10.806833	0.000412116
10.806852	0.00658241
10.806908	0.00473934
10.806915	1.98133e-07
10.806931	0.000412116
10.807066	0.0109454
10.807152	0.000412116
10.807161	0.0205308
10.807393	0.000415887
10.807567	0.00285285
10.807586	0.00039322
10.807758	0.00428899
10.807828	0.000827832
10.807925	0.000412116
10.807964	0.00658241
10.80806	0.00565242
10.808107	0.000412116
10.808128	0.00167025
10.808183	0.00428899
10.808311	0.00658241
10.808312	0.00658241
10.808316	0.0205308
10.808354	0.000412116
10.808447	0.00124719
10.808481	0.00167025
10.808566	0.0458696
10.80858	0.0205308
10.808656	0.00340042
10.808677	0.000412116
10.808748	0.000412116
10.808761	0.00658241
10.80881	0.0458696
10.808834	0.0115181
10.808838	0.00124719
10.80899	0.000412116
10.809319	0.00252765
10.80934	0.0709709
10.809343	0.000412116
10.809379	0.000412116
10.809448	0.0229323
10.809717	0.000412116
10.809727	0.00167025
10.810023	0.000412116
10.810118	0.000827832
10.810124	0.00340042
10.810469	0.000412116
10.810699	0.00384271
10.810711	0.0112961
10.810892	0.000412116
10.8109	0.000412116
10.810903	0.000412116
10.81106	0.0239258
10.811167	0.000827832
10.811217	0.000412116
10.811396	0.000412116
10.811435	0.00384271
10.811474	0.0248621
10.811489	0.000412116
10.811498	0.00384271
10.811607	0.00565242
10.811637	0.000412116
10.811774	0.00296209
10.811808	0.000412116
10.811848	0.000321429
10.811872	0.000415887
10.811998	0.000412116
10.81201	0.00232147
10.812224	1.98133e-07
10.812305	0.000827832
10.812416	0.0362559
10.812518	0.000835422
10.812595	0.000827832
10.812633	0.00298954
10.812725	0.00298954
10.812735	0.0146919
10.812804	0.000412116
10.812836	0.00296209
10.81288	0.000412116
10.813035	0.0146919
10.813112	0.000412116
10.813119	0.000412116
10.813568	0.00428899
10.813701	0.0621318
10.813869	0.000412116
10.813978	0.000412116
10.813992	0.000412116
10.814739	0.00296209
10.814745	0.000412116
10.814845	0.000412116
10.814913	0.000412116
10.815345	0.0274806
10.815378	0.000827832
10.815782	0.000412116
10.8158	0.000412116
10.815809	0.00384271
10.815912	0.000412116
10.815972	0.000827832
10.815974	0.00473934
10.816024	0.0458696
10.81603	0.000827832
10.816051	0.00658241
10.81612	0.000412116
10.816211	0.000415887
10.816522	0.000412116
10.81661	0.0070539
10.816624	0.000827832
10.816634	0.000412116
10.816689	0.000412116
10.816752	0.0146919
10.817238	0.000412116
10.817338	0.000412116
10.817453	1.98133e-07
10.817456	0.00298954
10.817478	0.000412116
10.817521	0.00658241
10.817567	0.0070539
10.817568	0.0109738
10.817579	0.000412116
10.817601	0.00296209
10.817668	0.000827832
10.817684	0.000415887
10.817747	0.000412116
10.817917	0.0115181
10.817957	0.000412116
10.817964	0.000412116
10.817991	0.000412116
10.817992	0.000412116
10.817996	0.00153753
10.818029	0.000412116
10.818201	0.000412116
10.81823	0.000412116
10.818264	0.000412116
10.818271	0.000412116
10.818335	0.00473934
10.818336	0.0351673
10.818631	0.00252765
10.818706	0.0115181
10.818729	0.000412116
10.818741	0.000412116
10.818868	0.00298954
10.819029	0.0030456
10.819031	0.000161227
10.819058	0.0021164
10.819095	0.00575935
10.819115	0.00818594
10.819125	0.00384271
10.819131	0.0070539
10.819144	0.00041971
10.819145	0.00041971
10.819249	0.000412116
10.819251	0.000827832
10.819387	0.000412116
10.819532	0.000412116
10.819533	0.00209705
10.819741	0.0274286
10.819986	0.00252765
10.820007	0.000412116
10.82001	0.000827832
10.820012	0.00252765
10.820051	0.000412116
10.820145	0.00611527
10.82025	0.0458696
10.820262	0.000412116
10.820271	0.000412116
10.820273	0.00801015
10.820279	0.000412116
10.820286	0.00209705
10.820335	0.00296209
10.820429	0.000412116
10.820568	0.0115181
10.820586	0.0634055
10.820675	0.000412116
10.820686	0.000412116
10.820726	0.00167025
10.820763	1.98133e-07
10.820814	0.00524246
10.820887	0.00658241
10.820888	0.000827832
10.820932	0.000412116
10.82104	0.000412116
10.821105	0.0016385
10.82121	0.00209705
10.821221	0.000412116
10.821223	0.00167025
10.821336	0.000203677
10.821369	0.0274806
10.821389	0.00201956
10.821445	0.000412116
10.821483	0.00209705
10.821573	0.00252765
10.821574	0.000412116
10.821673	0.0458696
10.821728	0.00658241
10.821772	0.000412116
10.821801	0.00946886
10.821847	0.00384271
10.821914	0.000412116
10.822108	0.000412116
10.822192	0.00124719
10.822203	0.00946886
10.822272	1.98133e-07
10.822292	0.00298954
10.822355	0.000827832
10.822406	0.00168563
10.82248	0.00125865
10.822544	0.00946886
10.822639	0.000412116
10.822762	0.000412116
10.822812	0.00565242
10.822821	0.00611527
10.822869	0.000412116
10.822882	0.000412116
10.822902	0.000412116
10.822954	0.000827832
10.823037	2.49439e-05
10.823057	0.0634055
10.823089	0.00611527
10.82312	0.0274286
10.823174	0.00170122
10.82325	0.000203677
10.823347	0.00384271
10.823384	0.00209705
10.823396	0.00124719
10.8235	0.00658241
10.823547	0.0239258
10.823562	0.000412116
10.823594	0.000412116
10.823595	0.000412116
10.823668	0.00658241
10.823721	0.000827832
10.823722	0.000412116
10.823818	0.000412116
10.823825	0.000412116
10.82385	0.000412116
10.823898	0.000412116
10.823902	0.00611527
10.823906	0.00658241
10.823912	0.0634055
10.823915	0.00252765
10.823947	0.000415887
10.823959	1.98133e-07
10.824141	1.98133e-07
10.824142	0.0115181
10.824148	0.0458696
10.824149	0.0458696
10.824216	0.00296209
10.824226	0.0274806
10.824273	0.00124719
10.824306	0.0115181
10.824433	0.00658241
10.824458	0.00658241
10.824475	0.00658241
10.824484	0.00124719
10.824499	0.00428899
10.8245	0.00611527
10.824525	0.000827832
10.824666	0.000827832
10.82469	0.000412116
10.824786	0.0494226
10.82485	0.00428899
10.824855	0.000412116
10.824875	0.0188492
10.825048	0.00252765
10.825095	0.000412116
10.825177	0.000412116
10.825202	0.00296209
10.825209	0.000827832
10.825235	0.000827832
10.825325	0.000415887
10.825334	0.000412116
10.825477	0.000827832
10.825539	0.000412116
10.825599	0.00209705
10.825605	0.000412116
10.825625	0.000827832
10.825635	0.0407842
10.825645	0.00252765
10.825739	0.000412116
10.825747	0.000412116
10.825892	0.00124719
10.82592	0.00296209
10.825926	0.0458696
10.825947	0.000827832
10.825954	0.0274806
10.825955	0.000412116
10.825988	0.000412116
10.826009	0.000412116
10.826033	0.000412116
10.826071	0.00664452
10.826147	0.0622288
10.826183	0.00040689
10.826232	0.0188389
10.82634	1.22528e-05
10.826362	0.000391832
10.826426	0.00041971
10.826524	0.000827832
10.826626	0.000827832
10.826729	0.0274806
10.826741	0.00124719
10.826889	0.0555556
10.826892	0.000412116
10.826933	0.00570551
10.827027	0.000412116
10.827052	0
10.827126	0.017731
10.827177	0.00285285
10.827289	0.000412116
10.8274	0.00252765
10.827446	0.000412116
10.827518	0.00168563
10.827596	0.000412116
10.82761	0.000412116
10.827617	0.000412116
10.827688	0.00167025
10.827693	0.00124719
10.82778	0.0239258
10.8279	0.000412116
10.827918	0.0482877
10.827919	0.0896817
10.827924	0.00124719
10.828021	0.000827832
10.828027	0.0157149
10.828106	0.0555556
10.828119	0.00428899
10.82821	0.0274806
10.82827	0.000412116
10.828279	0.0184336
10.828393	0.0320425
10.82858	0.0171536
10.828606	0.000412116
10.828622	0.0281554
10.828774	0.0541978
10.828812	0.00362319
10.828846	0.00568182
10.828936	0.00504032
10.829065	0.0115181
10.829109	0.00428899
10.829118	0.00124719
10.829239	0.000412116
10.829303	0.00296209
10.829375	0.000827832
10.829393	0.017731
10.829428	0.0555556
10.82953	0.0475637
10.829532	0.0320425
10.829535	0.0320425
10.829548	0.00124719
10.829549	0.00124719
10.829601	0.0274286
10.829602	0.0410464
10.82975	0.000431499
10.829767	0.000843117
10.82989	0.000827832
10.830011	0.0188751
10.830137	0.000412116
10.830229	0.00209705
10.830525	0.000412116
10.830526	0.000412116
10.830543	1.98133e-07
10.830566	0.000412116
10.830617	0.00296209
10.830683	0.000412116
10.830772	0.000827832
10.830784	0.000412116
10.830852	0.000412116
10.830854	0.000827832
10.831001	0.000827832
10.831049	0.000827832
10.831053	0.000412116
10.831079	0.00384271
10.831108	0.00428899
10.831199	0.000827832
10.831208	0.0288074
10.831343	0.00428899
10.831344	1.98133e-07
10.831408	0.000412116
10.831452	0.00209705
10.831492	0.000827832
10.83156	0.0188492
10.831591	0.000835422
10.831692	0.000827832
10.831805	0.00428899
10.831841	0.000189118
10.83187	0.00125865
10.831884	0.00168563
10.831952	0.00168131
10.832062	0.000412116
10.832067	0.00611527
10.832154	0.00123192
10.832171	0.000806184
10.832317	0.0194465
10.832343	0.00795455
10.832346	0.00055371
10.832377	0.00050226
10.832393	0.00049699
10.832444	0.000446254
10.832486	0.000429977
10.832587	0.000381081
10.832608	0.0466071
10.832618	0.0304545
10.832626	0.00128205
10.83268	0.0289657
10.832696	0.000396825
10.83273	0.0115181
10.832821	0.00428899
10.832923	0.000827832
10.832934	1.98133e-07
10.832979	0.0574251
10.83305	0.0046961
10.833093	0.000415619
10.833282	0.000866852
10.833337	1.85329e-06
10.833383	0.0115181
10.833494	0.00623122
10.833516	0.0555556
10.833608	0.0558419
10.833766	0.000396825
10.833778	0.00296209
10.833899	0.00617284
10.833905	0.0590651
10.833918	0.0511213
10.833968	0.000415887
10.834021	0.000827832
10.834022	0.000827832
10.834033	0.000827832
10.834042	0.000415887
10.834123	0.011809
10.83418	0.00296209
10.834258	0.000423585
10.834325	0.00473934
10.834411	0.000843117
10.834418	0.000843117
10.834423	0.00391475
10.834525	0.00041971
10.834588	0.000427515
10.834978	0.0274286
10.83498	0.000835422
10.835132	0.0558419
10.835157	0.00487416
10.83522	0.000883652
10.835221	0.00459324
10.835244	0.013627
10.835245	0.00422806
10.835425	0.0034965
10.835462	0.00492038
10.835517	0.00346403
10.835591	0.00296209
10.83562	0.000412116
10.835626	0.000412116
10.835634	0.00478365
10.835636	0.000835422
10.835817	0.000456621
10.835942	5.3698e-05
10.835958	0.000137618
10.836051	0.00579714
10.836083	0.0057154
10.836094	0.000571429
10.83615	0.0013986
10.836156	0.000651852
10.836246	0.00043554
10.836352	0.000415887
10.836457	0.00473934
10.836473	0.000396825
10.836488	0.0294333
10.836605	0.000412116
10.836613	0.000827832
10.836817	0.00460829
10.836895	0.00244078
10.836947	0.000422833
10.837124	0.00445069
10.837138	0.000834981
10.83725	0.00039322
10.837254	0.00478365
10.837309	0.0248621
10.837342	0.000412116
10.837364	0.00473934
10.837373	0.0112539
10.837383	0.000827832
10.837459	0.00298954
10.837462	0.00298954
10.837473	0.000203677
10.837564	0.00298954
10.837635	0.00611527
10.837688	0.000412116
10.837721	2.77154e-05
10.838131	0.000412116
10.838203	0.00168563
10.838322	0.000412116
10.838327	0.00298954
10.838346	0.00298954
10.838374	0.000412116
10.838426	0.00473934
10.838475	0.0210637
10.838489	0.00473934
10.838496	0.00611527
10.838502	0.000412116
10.838681	0.00296209
10.838691	0.0214927
10.838701	0.00167025
10.838796	1.98133e-07
10.838871	0.000827832
10.838898	0.000412116
10.838901	0.000412116
10.839361	0.00296209
10.839394	0.00565242
10.839408	0.00124719
10.839618	0.00473934
10.839642	0.00473934
10.839692	0.00611527
10.839714	0.00478365
10.839741	0.0210637
10.839776	0.000412116
10.83978	0.000827832
10.839781	0.000827832
10.839792	0.000827832
10.839803	0.00298954
10.839821	0.000412116
10.83984	0.0210637
10.840191	0.00213702
10.84023	0.00795756
10.840242	0.000592534
10.840442	0.000745712
10.840464	0.0015015
10.840547	0.000695733
10.84058	0.00170688
10.840584	0.0606838
10.840661	0.000845309
10.840716	0.000441574
10.840733	0.00181818
10.840793	0.00955166
10.840861	0.0186062
10.840958	0.0537634
10.841097	0.000847458
10.841109	0.0249511
10.841116	0.00545719
10.841118	0.00168729
10.841161	0.000708153
10.84121	0.109619
10.84126	0.000935374
10.84127	0.00101715
10.841272	0.0518567
10.841277	0.00603969
10.841284	0.00289855
10.84134	0.0019823
10.841362	0.0128364
10.841387	0.00115056
10.841452	0.00612883
10.841476	0.014245
10.841489	0.0015625
10.84149	0.00550253
10.841625	0.00308502
10.841804	0.00147477
10.841815	0.0035491
10.841844	0.0026729
10.841882	0.000427515
10.841903	0.000423585
10.841952	0.00565242
10.841955	0.000412116
10.842002	0.000412116
10.84215	0.0458696
10.842184	0.000412116
10.842216	0.000827832
10.842282	0.00524246
10.842381	0.00296209
10.842458	0.000827832
10.842483	0.000827832
10.842584	0.0056558
10.842669	0.000892481
10.842688	0.00144496
10.842873	0.00128041
10.842877	0.00136302
10.842878	0.0184037
10.842898	0.0448091
10.843037	0.00873617
10.843038	0.000802139
10.843045	0.0440502
10.843075	0.000768292
10.84308	0.00156574
10.843099	0.000406649
10.843129	0.036596
10.843236	0.000140167
10.843323	0.000978261
10.843348	0.00245776
10.84336	0.0383314
10.843483	0.00102145
10.843638	0.000537634
10.843732	0.000863558
10.843741	0.0265596
10.843751	0.000466815
10.843848	0.0349044
10.843932	0.00549683
10.844114	0.000412116
10.844124	0.00298954
10.844145	0.000412116
10.844226	0.00168563
10.844324	0.00296209
10.844481	0.000827832
10.844505	0.000412116
10.844509	0.000827832
10.844709	0.000412116
10.844776	0.00209705
10.844836	0.000412116
10.8449	0.000412116
10.844902	0.000412116
10.84494	0.000412116
10.844976	0.000412116
10.845021	0.00167025
10.845027	0.000412116
10.845058	0.000412116
10.845185	0.00210631
10.845294	0.00565242
10.84533	0.00124719
10.845443	0.0021164
10.845539	0.000412116
10.845559	0.000423585
10.8458	0.000827832
10.845819	0.000415887
10.845893	0.00943171
10.845897	0.000412116
10.845904	0.000827832
10.845937	1.98133e-07
10.84594	0.00780951
10.845967	0.000412116
10.845968	0.000412116
10.845981	0.000412116
10.845984	0.0312806
10.846006	0.00298954
10.846059	0.0450403
10.846132	0.00298954
10.846299	0.00255102
10.846355	0.00255091
10.846418	0.00171703
10.846458	0.00301737
10.84647	0
10.846507	0.00041971
10.846509	0.031597
10.846657	0.000843117
10.846669	0.00395153
10.846684	2.01971e-07
10.846703	0.0273761
10.846711	0.00041971
10.846712	0.00257472
10.846767	0.000189118
10.846769	0.000835422
10.846893	0.00136293
10.846949	0.0273232
10.846962	0.000850919
10.846992	0.000439638
10.847021	0.00176665
10.847023	0.0320525
10.847036	0.0299592
10.847046	0.00236065
10.847092	0.00158433
10.847188	0.000493681
10.847214	0.000982246
10.847258	0.000457446
10.847292	0.0021773
10.847318	0.0052462
10.847497	0.00252765
10.84751	0.0458696
10.847574	0.000827832
10.847621	0.000969493
10.847635	0.000412116
10.847654	0.0115181
10.847705	0.0115181
10.847899	0.000412116
10.847957	0.00570551
10.847965	0.000412116
10.847966	0.000827832
10.847993	0.000827832
10.848132	0.000412116
10.848149	0.000412116
10.848297	0.000827832
10.848373	0.00298954
10.84839	0.000827832
10.848399	0.000412116
10.84852	0.0711195
10.84862	0.000827832
10.848877	0.000827832
10.848926	0.000261748
10.848957	0.000412116
10.849032	0.000412116
10.849081	0.00298954
10.849119	0.00129293
10.84916	0.0283602
10.849178	0.000643037
10.849221	0.000412116
10.849288	0.000827832
10.849425	0.00865801
