key	cross	label	chrom	marker	cross_LOD	gwas_gene	n_snp	best_neglog10p	best_ps	gwas_sig
JU1793xJU2466 | ht115 vs mig6	JU1793xJU2466	ht115 vs mig6	V	V:117208-413122	30.6568127687936	pos-1	1199	2.295103669550146	119274	FALSE
N2xXZ1516 | ht115 vs pos1	N2xXZ1516	ht115 vs pos1	I	I:13188544-13600804	29.8973739759935	mig-6	1254	2.327517915261982	13198095	FALSE
N2xXZ1516 | ht115 vs pos1	N2xXZ1516	ht115 vs pos1	I	I:13188544-13600804	29.8973739759935	pos-1	1254	2.4355235520023197	13198095	FALSE
N2xXZ1516 | rpn12 vs vha5	N2xXZ1516	rpn12 vs vha5	I	I:2016576-2455860	29.7039553029997	mig-6	1521	2.6562218715097883	2086683	FALSE
N2xXZ1516 | rpn12 vs vha5	N2xXZ1516	rpn12 vs vha5	I	I:2016576-2455860	29.7039553029997	pos-1	1521	2.685458670870119	2086683	FALSE
N2xXZ1516 | ht115 vs rpn12	N2xXZ1516	ht115 vs rpn12	II	II:11967567-12206151	27.6037916263298	mig-6	1408	3.9114804833603243	12032732	FALSE
N2xXZ1516 | ht115 vs rpn12	N2xXZ1516	ht115 vs rpn12	II	II:11967567-12206151	27.6037916263298	pos-1	1408	2.476663185410692	12155963	FALSE
N2xXZ1516 | rpn12 vs vha5	N2xXZ1516	rpn12 vs vha5	II	II:7045096-7434615	23.2721480373896	mig-6	610	3.710298252553929	7423669	FALSE
N2xXZ1516 | rpn12 vs vha5	N2xXZ1516	rpn12 vs vha5	II	II:7045096-7434615	23.2721480373896	pos-1	610	1.376625402702162	7206021	FALSE
N2xXZ1516 | rpn12 vs vha5	N2xXZ1516	rpn12 vs vha5	V	V:20470971-20487924	22.1691322275439	mig-6	165	2.5586507098595206	20483501	FALSE
N2xXZ1516 | rpn12 vs vha5	N2xXZ1516	rpn12 vs vha5	V	V:20470971-20487924	22.1691322275439	pos-1	165	2.4689926761592593	20472281	FALSE
N2xXZ1516 | par1 vs vha5	N2xXZ1516	par1 vs vha5	I	I:5435-332135	21.1101434862868	mig-6	476	2.066135778583026	203651	FALSE
N2xXZ1516 | par1 vs vha5	N2xXZ1516	par1 vs vha5	I	I:5435-332135	21.1101434862868	pos-1	476	2.3575991941457786	116338	FALSE
N2xXZ1516 | ht115 vs par1	N2xXZ1516	ht115 vs par1	III	III:402314-702378	18.5069030868817	mig-6	1048	2.013323283641825	685190	FALSE
N2xXZ1516 | ht115 vs par1	N2xXZ1516	ht115 vs par1	III	III:402314-702378	18.5069030868817	pos-1	1048	2.2079897464848077	661240	FALSE
N2xXZ1516 | ht115 vs par1	N2xXZ1516	ht115 vs par1	X	X:15408110-15901587	18.4413308346394	mig-6	2017	2.9483196962886384	15738688	FALSE
N2xXZ1516 | ht115 vs par1	N2xXZ1516	ht115 vs par1	X	X:15408110-15901587	18.4413308346394	pos-1	2017	2.322631153359559	15437983	FALSE
N2xXZ1516 | par1 vs rpn12	N2xXZ1516	par1 vs rpn12	X	X:4413762-4592552	17.5929767068317	mig-6	458	1.1758817842093947	4582267	FALSE
N2xXZ1516 | par1 vs rpn12	N2xXZ1516	par1 vs rpn12	X	X:4413762-4592552	17.5929767068317	pos-1	458	1.1195156248273288	4541506	FALSE
JU1793xJU2466 | mig6 vs pos1	JU1793xJU2466	mig6 vs pos1	IV	IV:3526403-3748200	17.5032821097865	mig-6	846	1.4877220780299871	3586406	FALSE
JU1793xJU2466 | mig6 vs pos1	JU1793xJU2466	mig6 vs pos1	IV	IV:3526403-3748200	17.5032821097865	pos-1	846	2.299448312530392	3707951	FALSE
N2xXZ1516 | ht115 vs rpn12	N2xXZ1516	ht115 vs rpn12	I	I:9598809-10093840	17.1158262498944	mig-6	482	1.0596390821086508	9678990	FALSE
N2xXZ1516 | ht115 vs rpn12	N2xXZ1516	ht115 vs rpn12	I	I:9598809-10093840	17.1158262498944	pos-1	482	1.7138512832395223	9962515	FALSE
JU1793xJU2466 | mig6 vs pos1	JU1793xJU2466	mig6 vs pos1	I	I:6870033-8471837	16.5501052022681	mig-6	788	1.6664155060965542	7884497	FALSE
JU1793xJU2466 | mig6 vs pos1	JU1793xJU2466	mig6 vs pos1	I	I:6870033-8471837	16.5501052022681	pos-1	788	1.503389966402325	7802091	FALSE
N2xXZ1516 | ht115 vs vha5	N2xXZ1516	ht115 vs vha5	IV	IV:199689-794356	15.6291774355931	mig-6	1542	2.2730163640592087	239035	FALSE
N2xXZ1516 | ht115 vs vha5	N2xXZ1516	ht115 vs vha5	IV	IV:199689-794356	15.6291774355931	pos-1	1542	0.9817165243537151	717243	FALSE
JU1793xJU2466 | mig6 vs pos1	JU1793xJU2466	mig6 vs pos1	II	II:10654104-12492283	15.5932656821912	mig-6	6749	3.9114804833603243	12032732	FALSE
JU1793xJU2466 | mig6 vs pos1	JU1793xJU2466	mig6 vs pos1	II	II:10654104-12492283	15.5932656821912	pos-1	6749	4.4138338050354475	12486955	FALSE
N2xXZ1516 | ht115 vs vha5	N2xXZ1516	ht115 vs vha5	X	X:15378447-15734134	14.6517040102673	mig-6	1427	1.2942429936414035	15655513	FALSE
N2xXZ1516 | ht115 vs vha5	N2xXZ1516	ht115 vs vha5	X	X:15378447-15734134	14.6517040102673	pos-1	1427	2.322631153359559	15437983	FALSE
N2xXZ1516 | rpn12 vs vha5	N2xXZ1516	rpn12 vs vha5	IV	IV:5793069-6242460	14.646481069088	mig-6	801	2.8157271695904966	5797144	FALSE
N2xXZ1516 | rpn12 vs vha5	N2xXZ1516	rpn12 vs vha5	IV	IV:5793069-6242460	14.646481069088	pos-1	801	1.954365692822622	6156878	FALSE
JU1793xJU2466 | ht115 vs pos1	JU1793xJU2466	ht115 vs pos1	I	I:623828-1151022	14.4434181248204	mig-6	1292	2.94557196212694	1071437	FALSE
JU1793xJU2466 | ht115 vs pos1	JU1793xJU2466	ht115 vs pos1	I	I:623828-1151022	14.4434181248204	pos-1	1292	3.042561435837851	1071437	FALSE
N2xXZ1516 | ht115 vs rpn12	N2xXZ1516	ht115 vs rpn12	IV	IV:16893882-17469325	13.9427882447735	mig-6	6900	1.901869078911493	16955595	FALSE
N2xXZ1516 | ht115 vs rpn12	N2xXZ1516	ht115 vs rpn12	IV	IV:16893882-17469325	13.9427882447735	pos-1	6900	3.3647805293870765	16926489	FALSE
N2xXZ1516 | par1 vs vha5	N2xXZ1516	par1 vs vha5	II	II:3246696-3403730	13.1262848008627	mig-6	1767	3.4245749749382957	3378515	FALSE
N2xXZ1516 | par1 vs vha5	N2xXZ1516	par1 vs vha5	II	II:3246696-3403730	13.1262848008627	pos-1	1767	1.1314718787744116	3361388	FALSE
N2xXZ1516 | ht115 vs rpn12	N2xXZ1516	ht115 vs rpn12	X	X:8443343-8742757	10.4018122787053	mig-6	731	1.5560562908562516	8578850	FALSE
N2xXZ1516 | ht115 vs rpn12	N2xXZ1516	ht115 vs rpn12	X	X:8443343-8742757	10.4018122787053	pos-1	731	2.1431402369677586	8490897	FALSE
JU1793xJU2466 | ht115 vs pos1	JU1793xJU2466	ht115 vs pos1	X	X:6538129-7335691	9.35278886743548	mig-6	2287	2.7287428778356646	6857697	FALSE
JU1793xJU2466 | ht115 vs pos1	JU1793xJU2466	ht115 vs pos1	X	X:6538129-7335691	9.35278886743548	pos-1	2287	3.3633779243728528	7229970	FALSE
JU1793xJU2466 | ht115 vs pos1	JU1793xJU2466	ht115 vs pos1	II	II:15138920-15242948	7.21469967229924	mig-6	300	1.3300428445355426	15146934	FALSE
JU1793xJU2466 | ht115 vs pos1	JU1793xJU2466	ht115 vs pos1	II	II:15138920-15242948	7.21469967229924	pos-1	300	2.158368461079628	15218945	FALSE
N2xXZ1516 | rpn12 vs vha5	N2xXZ1516	rpn12 vs vha5	X	X:15633718-15949684	6.31671882168799	mig-6	1270	2.9483196962886384	15738688	FALSE
N2xXZ1516 | rpn12 vs vha5	N2xXZ1516	rpn12 vs vha5	X	X:15633718-15949684	6.31671882168799	pos-1	1270	1.9111511899149691	15738688	FALSE
JU1793xJU2466 | ht115 vs pos1	JU1793xJU2466	ht115 vs pos1	V	V:14046505-14930441	5.50079307357239	mig-6	2121	7.710450733263291	14647434	TRUE
JU1793xJU2466 | ht115 vs pos1	JU1793xJU2466	ht115 vs pos1	V	V:14046505-14930441	5.50079307357239	pos-1	2121	4.296922553846236	14331128	FALSE
N2xXZ1516 | par1 vs vha5	N2xXZ1516	par1 vs vha5	X	X:4501036-4860860	4.19948160970706	mig-6	1240	1.6748845398519558	4709622	FALSE
N2xXZ1516 | par1 vs vha5	N2xXZ1516	par1 vs vha5	X	X:4501036-4860860	4.19948160970706	pos-1	1240	2.8958045648253385	4709622	FALSE
