transcript	strand	start	end	wbgene	label	locus	cross	chrom	peak.bp	from	to
F53A2.8a.1	+	13352068	13352271	WBGene00003478	mtm-6	N2xXZ1516 III:13.31 Mb	N2xXZ1516	III	13305359	13255359	13355359
F53A2.8b.1	+	13352068	13352271	WBGene00003478	mtm-6	N2xXZ1516 III:13.31 Mb	N2xXZ1516	III	13305359	13255359	13355359
F53A2.8c.1	+	13352068	13352271	WBGene00003478	mtm-6	N2xXZ1516 III:13.31 Mb	N2xXZ1516	III	13305359	13255359	13355359
F53A2.8a.1	+	13352329	13352404	WBGene00003478	mtm-6	N2xXZ1516 III:13.31 Mb	N2xXZ1516	III	13305359	13255359	13355359
F53A2.8b.1	+	13352329	13352404	WBGene00003478	mtm-6	N2xXZ1516 III:13.31 Mb	N2xXZ1516	III	13305359	13255359	13355359
F53A2.8c.1	+	13352329	13352404	WBGene00003478	mtm-6	N2xXZ1516 III:13.31 Mb	N2xXZ1516	III	13305359	13255359	13355359
F53A2.8a.1	+	13352616	13353562	WBGene00003478	mtm-6	N2xXZ1516 III:13.31 Mb	N2xXZ1516	III	13305359	13255359	13355359
F53A2.8b.1	+	13352616	13353562	WBGene00003478	mtm-6	N2xXZ1516 III:13.31 Mb	N2xXZ1516	III	13305359	13255359	13355359
F53A2.8c.1	+	13352622	13353562	WBGene00003478	mtm-6	N2xXZ1516 III:13.31 Mb	N2xXZ1516	III	13305359	13255359	13355359
F53A2.8a.1	+	13354093	13354182	WBGene00003478	mtm-6	N2xXZ1516 III:13.31 Mb	N2xXZ1516	III	13305359	13255359	13355359
F53A2.8b.1	+	13354093	13354182	WBGene00003478	mtm-6	N2xXZ1516 III:13.31 Mb	N2xXZ1516	III	13305359	13255359	13355359
F53A2.8c.1	+	13354093	13354182	WBGene00003478	mtm-6	N2xXZ1516 III:13.31 Mb	N2xXZ1516	III	13305359	13255359	13355359
F53A2.8a.1	+	13354441	13354524	WBGene00003478	mtm-6	N2xXZ1516 III:13.31 Mb	N2xXZ1516	III	13305359	13255359	13355359
F53A2.8b.1	+	13354441	13354524	WBGene00003478	mtm-6	N2xXZ1516 III:13.31 Mb	N2xXZ1516	III	13305359	13255359	13355359
F53A2.8c.1	+	13354441	13354524	WBGene00003478	mtm-6	N2xXZ1516 III:13.31 Mb	N2xXZ1516	III	13305359	13255359	13355359
F53A2.8a.1	+	13354813	13355337	WBGene00003478	mtm-6	N2xXZ1516 III:13.31 Mb	N2xXZ1516	III	13305359	13255359	13355359
F53A2.8b.1	+	13354813	13355337	WBGene00003478	mtm-6	N2xXZ1516 III:13.31 Mb	N2xXZ1516	III	13305359	13255359	13355359
F53A2.8c.1	+	13354813	13355337	WBGene00003478	mtm-6	N2xXZ1516 III:13.31 Mb	N2xXZ1516	III	13305359	13255359	13355359
T28B11.1b.1	-	10713560	10714878	WBGene00012117	T28B11.1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
T28B11.1a.1	-	10713560	10714894	WBGene00012117	T28B11.1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
T28B11.1a.2	-	10713560	10714894	WBGene00012117	T28B11.1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
T28B11.1a.1	-	10715105	10715248	WBGene00012117	T28B11.1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
T28B11.1a.2	-	10715105	10715248	WBGene00012117	T28B11.1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
T28B11.1a.2	-	10732340	10732422	WBGene00012117	T28B11.1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
ZC302.1.2	-	10733925	10734533	WBGene00003405	mre-11	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
ZC302.1.1	-	10733931	10734533	WBGene00003405	mre-11	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
ZC302.1.1	-	10734579	10734710	WBGene00003405	mre-11	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
ZC302.1.2	-	10734579	10734710	WBGene00003405	mre-11	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
ZC302.1.1	-	10734759	10734908	WBGene00003405	mre-11	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
ZC302.1.2	-	10734759	10734908	WBGene00003405	mre-11	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
ZC302.1.1	-	10734958	10735422	WBGene00003405	mre-11	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
ZC302.1.2	-	10734958	10735422	WBGene00003405	mre-11	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
ZC302.1.1	-	10735470	10736262	WBGene00003405	mre-11	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
ZC302.1.2	-	10735470	10736262	WBGene00003405	mre-11	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
ZC302.1.1	-	10736312	10736416	WBGene00003405	mre-11	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
ZC302.1.2	-	10736312	10736416	WBGene00003405	mre-11	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
ZC302.1.1	-	10736464	10736534	WBGene00003405	mre-11	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
ZC302.1.2	-	10736464	10736534	WBGene00003405	mre-11	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
ZC302.1.1	-	10736590	10736671	WBGene00003405	mre-11	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
ZC302.1.2	-	10736590	10736671	WBGene00003405	mre-11	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
ZC302.1.2	-	10736815	10736868	WBGene00003405	mre-11	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
ZC302.2a.1	+	10737116	10737249	WBGene00013862	wdr-5.3	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
ZC302.2a.1	+	10737292	10737909	WBGene00013862	wdr-5.3	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
ZC302.2a.1	+	10737953	10738413	WBGene00013862	wdr-5.3	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
ZC302.2a.1	+	10738469	10738577	WBGene00013862	wdr-5.3	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
ZC302.2a.1	+	10738926	10739350	WBGene00013862	wdr-5.3	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
ZC302.3.1	-	10739274	10739453	WBGene00013863	ZC302.3	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
ZC302.3.1	-	10739502	10739588	WBGene00013863	ZC302.3	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
ZC302.3.1	-	10739633	10739742	WBGene00013863	ZC302.3	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
ZC302.3.1	-	10740184	10740523	WBGene00013863	ZC302.3	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
ZC302.3.1	-	10740575	10740640	WBGene00013863	ZC302.3	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
ZC302.3.1	-	10741151	10741239	WBGene00013863	ZC302.3	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
ZC302.3.1	-	10741283	10741457	WBGene00013863	ZC302.3	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.1.1	-	10742423	10742661	WBGene00005610	srj-22	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.1.1	-	10742710	10742981	WBGene00005610	srj-22	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.1.1	-	10743026	10743142	WBGene00005610	srj-22	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.1.1	-	10743190	10743384	WBGene00005610	srj-22	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.1.1	-	10743454	10743513	WBGene00005610	srj-22	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.1.1	-	10743561	10743749	WBGene00005610	srj-22	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.11.1	+	10745334	10745442	WBGene00005609	srj-21	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.11.1	+	10745557	10745647	WBGene00005609	srj-21	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.11.1	+	10745702	10745818	WBGene00005609	srj-21	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.11.1	+	10745863	10746134	WBGene00005609	srj-21	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.11.1	+	10746295	10746543	WBGene00005609	srj-21	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.4.1	-	10746496	10746844	WBGene00009238	selt-1.2	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.4.1	-	10746892	10747015	WBGene00009238	selt-1.2	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.4.1	-	10747064	10747226	WBGene00009238	selt-1.2	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.4.1	-	10747271	10747363	WBGene00009238	selt-1.2	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.2.1	+	10747901	10747980	WBGene00009236	F28H7.2	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.2.1	+	10748026	10748453	WBGene00009236	F28H7.2	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.2.1	+	10748504	10748677	WBGene00009236	F28H7.2	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.2.1	+	10748723	10749049	WBGene00009236	F28H7.2	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.3.1	-	10749605	10750078	WBGene00009237	F28H7.3	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.3.1	-	10750178	10750584	WBGene00009237	F28H7.3	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.3.1	-	10750635	10750788	WBGene00009237	F28H7.3	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.7.1	-	10750955	10751213	WBGene00009240	F28H7.7	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.7.1	-	10752511	10752704	WBGene00009240	F28H7.7	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.7.1	-	10752757	10752960	WBGene00009240	F28H7.7	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.7.1	-	10753151	10753303	WBGene00009240	F28H7.7	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.7.1	-	10753507	10753607	WBGene00009240	F28H7.7	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.7.1	-	10753657	10753847	WBGene00009240	F28H7.7	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.7.1	-	10753900	10754150	WBGene00009240	F28H7.7	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.6.1	-	10754404	10754662	WBGene00009239	irld-6	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.6.1	-	10754705	10754914	WBGene00009239	irld-6	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.6.1	-	10754959	10755087	WBGene00009239	irld-6	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.6.1	-	10755131	10755229	WBGene00009239	irld-6	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.6.1	-	10755314	10755634	WBGene00009239	irld-6	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.6.1	-	10755683	10755811	WBGene00009239	irld-6	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.6.1	-	10755964	10756059	WBGene00009239	irld-6	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.6.1	-	10756102	10756247	WBGene00009239	irld-6	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.6.1	-	10756293	10756497	WBGene00009239	irld-6	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.6.1	-	10756553	10756798	WBGene00009239	irld-6	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.8.1	+	10758958	10759394	WBGene00009241	F28H7.8	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.8.1	+	10759631	10759724	WBGene00009241	F28H7.8	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.8.1	+	10759771	10759870	WBGene00009241	F28H7.8	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.8.1	+	10759915	10760156	WBGene00009241	F28H7.8	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.8.1	+	10760208	10760663	WBGene00009241	F28H7.8	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.9.1	-	10760575	10760867	WBGene00009242	sre-6	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.9.1	-	10761286	10761355	WBGene00009242	sre-6	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.9.1	-	10761407	10761622	WBGene00009242	sre-6	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.9.1	-	10761674	10761776	WBGene00009242	sre-6	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.9.1	-	10762152	10762270	WBGene00009242	sre-6	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.9.1	-	10762320	10762416	WBGene00009242	sre-6	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.9.1	-	10762459	10762622	WBGene00009242	sre-6	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.9.1	-	10762669	10762795	WBGene00009242	sre-6	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.10a.1	+	10764366	10764502	WBGene00003838	ocr-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.10a.1	+	10764548	10764677	WBGene00003838	ocr-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.10a.1	+	10764867	10764984	WBGene00003838	ocr-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.10a.1	+	10765321	10765404	WBGene00003838	ocr-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.10a.1	+	10765599	10765730	WBGene00003838	ocr-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.10a.1	+	10765781	10765970	WBGene00003838	ocr-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.10a.1	+	10766073	10766328	WBGene00003838	ocr-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.10a.1	+	10766381	10766533	WBGene00003838	ocr-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.10a.1	+	10766577	10766747	WBGene00003838	ocr-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.10a.1	+	10766935	10767177	WBGene00003838	ocr-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.10a.1	+	10767225	10767391	WBGene00003838	ocr-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.10a.1	+	10767437	10767546	WBGene00003838	ocr-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.10a.1	+	10767700	10768247	WBGene00003838	ocr-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.10a.1	+	10768341	10768590	WBGene00003838	ocr-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
F28H7.10b.1	+	10768371	10768454	WBGene00003838	ocr-1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.1.1	-	10768463	10768633	WBGene00008370	D1054.1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.1.1	-	10768678	10768824	WBGene00008370	D1054.1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.1.1	-	10769141	10769269	WBGene00008370	D1054.1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.1.1	-	10769315	10769389	WBGene00008370	D1054.1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.1.1	-	10769435	10769540	WBGene00008370	D1054.1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.1.1	-	10769597	10769679	WBGene00008370	D1054.1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.1.1	-	10769734	10769825	WBGene00008370	D1054.1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.1.1	-	10769879	10770217	WBGene00008370	D1054.1	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.2.1	+	10770368	10770418	WBGene00003923	pas-2	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.2.1	+	10770464	10770540	WBGene00003923	pas-2	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.2.1	+	10770594	10770840	WBGene00003923	pas-2	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.2.1	+	10770885	10771351	WBGene00003923	pas-2	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.3a.1	+	10771451	10771479	WBGene00008371	D1054.3	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.3a.1	+	10771553	10771748	WBGene00008371	D1054.3	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.3a.1	+	10772343	10772620	WBGene00008371	D1054.3	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.3b.1	+	10772556	10772620	WBGene00008371	D1054.3	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.3b.1	+	10772670	10772775	WBGene00008371	D1054.3	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.3a.1	+	10772670	10772832	WBGene00008371	D1054.3	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.5.1	-	10772774	10773161	WBGene00008372	D1054.5	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.5.1	-	10773206	10773595	WBGene00008372	D1054.5	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.5.1	-	10775328	10775494	WBGene00008372	D1054.5	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.5.1	-	10775608	10775762	WBGene00008372	D1054.5	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.5.1	-	10776412	10776578	WBGene00008372	D1054.5	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.8.1	+	10784311	10784359	WBGene00008375	D1054.8	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.8.1	+	10784415	10784647	WBGene00008375	D1054.8	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.8.1	+	10784707	10784901	WBGene00008375	D1054.8	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.8.1	+	10784951	10785367	WBGene00008375	D1054.8	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9h.1	-	10785786	10786070	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9f.1	-	10785795	10786070	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9c.1	-	10785795	10786070	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9b.1	-	10785803	10786070	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9d.1	-	10785805	10786070	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9a.1	-	10785816	10786070	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9e.1	-	10785952	10786070	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9g.1	-	10785952	10786070	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9i.1	-	10785952	10786070	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9b.1	-	10786180	10786332	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9g.1	-	10786180	10786332	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9i.1	-	10786180	10786332	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9c.1	-	10786430	10786529	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9i.1	-	10786430	10786529	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9a.1	-	10786445	10786529	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9b.1	-	10786445	10786529	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9d.1	-	10786445	10786529	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9e.1	-	10786445	10786529	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9f.1	-	10786445	10786529	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9g.1	-	10786445	10786529	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9h.1	-	10786445	10786529	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9a.1	-	10786600	10786650	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9b.1	-	10786600	10786650	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9c.1	-	10786600	10786650	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9d.1	-	10786600	10786650	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9e.1	-	10786600	10786650	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9f.1	-	10786600	10786650	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9g.1	-	10786600	10786650	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9h.1	-	10786600	10786650	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9i.1	-	10786600	10786650	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9a.1	-	10786871	10786963	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9b.1	-	10786871	10786963	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9e.1	-	10786871	10786963	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9f.1	-	10786916	10786963	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9g.1	-	10786916	10786963	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9h.1	-	10786916	10786963	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9i.1	-	10786916	10786963	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
D1054.9e.1	-	10787059	10787206	WBGene00008376	D1054.9	N2xXZ1516 V:10.76 Mb	N2xXZ1516	V	10764743	10714743	10814743
